paper_id,year,title,for_l2,for_l4
pub.1194621623,2025,Abstract 4359581: An Accessible Image-based Artificial Intelligence-Electrocardiogram Risk Score Enhances Atherosclerotic Cardiovascular Disease Risk Prediction Beyond Traditional Risk Scores,Health Sciences,Epidemiology
pub.1194621649,2025,"Abstract 4359776: Adverse Childhood Experiences, Genetic Predisposition, and Lifestyle Factors: Roles in Cardiometabolic-Depression Multimorbidity Trajectories",Health Sciences,Health Services and Systems
pub.1194621717,2025,Abstract 4360293: TNFR Pathway-Related Proteins are Associated with Recurrent Coronary Artery Disease Events,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194621723,2025,Abstract 4360319: Digital Twin Matching for Real-World Cardiometabolic Medication Effect Estimation using Genomically informed Longitudinal Bayesian Disease Trajectories,Health Sciences,Sports Science and Exercise
pub.1194621816,2025,Abstract 4361118: Fibroblast-Derived CLEC11A Drives Pathological Cardiac Hypertrophy and Fibrosis,Biomedical and Clinical Sciences,Medical Physiology
pub.1194621884,2025,Abstract 4361590: Atrial Fibrillation as a Causal Risk Factor for Dementia: Pooled Mendelian Randomization Analysis of 2.6 Million Individuals from Large-Scale Genome-wide Association Studies,Health Sciences,Epidemiology
pub.1194621911,2025,Abstract 4361781: Evaluation of the PREVENT Risk Assessment Tool and Visceral Adiposity: Insights from the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194621912,2025,Abstract 4361783: Time Since Menopause Shapes Women's Metabolome and Cardiovascular Risk,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Medical Biochemistry and Metabolomics
pub.1194621943,2025,Abstract 4362033: APOH plays a distinct role in lipid trait dysregulation and increased CVD risk,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194621973,2025,Abstract 4362302: Premature Menopause and Polygenic Risk on Incident Coronary Artery Disease among Postmenopausal Women,Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems
pub.1194622005,2025,Abstract 4362480: East Asian-specific genome-wide association study and multi-ancestry meta-analysis reveal the genetic foundations for valvular heart disease and its subtypes,Health Sciences,Epidemiology
pub.1194622021,2025,Abstract 4362628: Integrating Polygenic and Clinical Risk Factors Enhances Stability of Coronary Artery Disease Risk Prediction,Health Sciences,Epidemiology
pub.1194622023,2025,Abstract 4362647: Impact of LDL-C and Apolipoprotein B Discordance and Associated Lipoprotein Particle Changes on Major Adverse Cardiovascular Events in a Large Primary Prevention Cohort,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194622115,2025,Abstract 4363051: Identification of functional proteins in peripheral artery disease using proteogenomic analysis of European and African populations,Health Sciences,Epidemiology
pub.1194622135,2025,Abstract 4363130: Multi-Omic Analyses Identifies Novel Candidate Molecular Drivers of Coronary Artery Calcification,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194622223,2025,Abstract 4363501: Revisiting Physical Activity Recommendations: Personalized Strategy Considering Risk Stratification,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1194622232,2025,"Abstract 4363557: Brisk Usual Walking Pace Causally Remodels Brain, Heart and Metabolic Tissues",Health Sciences,Epidemiology
pub.1194622244,2025,Abstract 4363637: Different Criteria of Prediabetes and Cardiovascular Risk and Mortality: A Prospective Cohort and Mendelian Randomization and Imaging Study in the UK Biobank,Health Sciences,Epidemiology
pub.1194622256,2025,Abstract 4363702: A multi-ethnic foundation model-based artificial intelligence electrocardiogram for detection and prognostication of elevated left ventricular filling pressure,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194622262,2025,"Abstract 4363728: Air pollutants, road traffic noise, and risk of valvular heart disease: a UK Biobank-based prospective study",Health Sciences,Epidemiology
pub.1194622275,2025,"Abstract 4363848: Association of Residential Green Space, Blue Space, and Natural Environment with the Incident Heart Failure and Cardiac Morpho-Functional Phenotypes: a UK Biobank-based Prospective Cohort and Imaging Study",Health Sciences,Epidemiology
pub.1194622289,2025,Abstract 4363940: Epidemiology and Cardiovascular Implications of Preclinical and Clinical Obesity: Insights from the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Nutrition and Dietetics; Public Health
pub.1194622305,2025,"Abstract 4364012: Machine Learning-Enabled Papillary Muscle Fibrosis Assessment in 51,000 Individuals Reveals Independent Links to Cardiac Structure, Function, and Disease and Identifies Genetic Susceptibility Loci",Health Sciences,Epidemiology
pub.1194622314,2025,Abstract 4364058: Polygenic Risk Scores Do Not Fully Explain Resilience to CVD in Individuals from Long Lived Families: UK Biobank,Health Sciences,Epidemiology
pub.1194622316,2025,Abstract 4364087: Impact of Social Isolation and Loneliness on All-Cause and Cardiovascular Mortality in Individuals with Pre-existing Cardiovascular Disease: A UK Biobank Cohort Study,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Public Health
pub.1194622394,2025,"Abstract 4364377: An Integrative Strategy Combining Genetic, Proteomic, and Clinical Data Identifies Circulating WARS as a Candidate Target for Hypertension.",Health Sciences,Epidemiology
pub.1194622541,2025,Abstract 4365054: Multi-Omics Analysis for Pathogenesis and Therapeutic Target in Thoracic Aortic Aneurysms,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194622542,2025,Abstract 4365055: Chronotype and Cardiovascular Disease Risk Factors among Middle-aged and Older Adults: A Mendelian Randomization Study,Health Sciences,Epidemiology; Health Services and Systems
pub.1194622687,2025,"Abstract 4365663: Proteome-wide analysis of cardiac structure, function, and heart failure phenotypes using Mendelian Randomization",Health Sciences,Epidemiology
pub.1194622688,2025,"Abstract 4365666: Accelerated Biological Aging, Early-Life Exposure to Tobacco, and Incident Aortic Aneurysm: A Large-Scale Prospective Cohort Study in UK Biobank",Health Sciences,Epidemiology; Public Health
pub.1194622692,2025,Abstract 4365681: Cardiac adaptation to endurance exercise training requires suppression of GDF15 via PGC-1α,Biomedical and Clinical Sciences; Health Sciences,Sports Science and Exercise
pub.1194622751,2025,Abstract 4365862: Dual Burden of Cancer and Stroke: Long-term Cardiovascular Risk in Survivors of Post-cancer Stroke,Health Sciences,Health Services and Systems
pub.1194622760,2025,Abstract 4365881: Predictive value of plasma biomarkers for two-year risk of developing carotid plaque in healthy population,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194622839,2025,Abstract 4366137: Multimodal AI Signatures of Cardiac Remodeling Independently Predict Worse Aortic Stenosis Prognosis,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194622980,2025,Abstract 4366549: FNDC1 is Implicated in Small and Large-vessel Arterial Disease and Induces Vascular Calcification via PI3K/AKT Signaling and the NAD Salvage Pathway,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194623011,2025,Abstract 4366634: The Relationship between Reported Fish Oil Supplement Use and Health Outcomes in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems
pub.1194623104,2025,Abstract 4366906: Association of Lipoprotein(a) and Interleukin-6 with Cardiovascular Risk: the Multi-Ethnic Study of Atherosclerosis and UK Biobank,Health Sciences,Epidemiology
pub.1194623195,2025,Abstract 4367175: Effects of Device-Measured Physical Activity on Disease Progression and Cardiovascular Outcomes in Phenotype-Negative Carriers of Cardiomyopathy-Associated Rare Variants,Health Sciences,Public Health
pub.1194623196,2025,Abstract 4367179: Eight Novel Atrial Fibrillation Candidate Genes Identified and Validated in a De Novo UK Biobank GWAS,Health Sciences,Epidemiology
pub.1194623247,2025,Abstract 4367317: Leveraging De Novo UK Biobank GWAS to Identify Novel Genetic Loci at the Intersection of Atrial Fibrillation and Cancer,Health Sciences,Epidemiology
pub.1194623279,2025,Abstract 4367427: A Multimodal Artificial Intelligence Signature of Advanced Cardiac and Vascular Aging Defines Elevated Risk of Cardiovascular Disease,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194623454,2025,Abstract 4367985: Association Between Physical Activity Intensity and Chronic Kidney Disease Risk in Hypertension Population: An Accelerometer-Based Study,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1194623484,2025,Abstract 4368108: The Human Heart Atlas: An Integrative High-Resolution Multi-Omics Pipeline to Discover Novel Therapeutic Targets in Heart Failure,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1194623561,2025,Abstract 4368444: Triglyceride in different ApoB-containing lipoproteins and risk of coronary artery disease: particle type matters,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194623676,2025,Abstract 4368817: Genetic Evidence Suggests Combined Inhibition of Lipoprotein(a) and PCSK9 to Lower Atherosclerotic Cardiovascular Disease Risk.,Health Sciences,Epidemiology
pub.1194623688,2025,Abstract 4368861: The Impact of Artificial Intelligence-Derived Assessment of Natural and Built Environments on Cardiovascular Risk: A Moderated Mediation and Geospatial Analysis from the UK Biobank,Health Sciences,Epidemiology
pub.1194623740,2025,Abstract 4369001: Circadian Disruption by Shift Work Drives Aortic Valve Calcification Through BMAL1-SEMA6D-PPARγ Axis Inhibition,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194623757,2025,Abstract 4369035: Multi-Omic Machine Learning for Predicting Outcomes in Heart Failure with Preserved Ejection Fraction (HFpEF): Insights from the UK Biobank,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1194623762,2025,Abstract 4369047: Genome-wide analysis of human lipidome identifies new metabolite QTLs linked with diabetes and cardiovascular disease in Asian Indians and Europeans,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Medical Biochemistry and Metabolomics
pub.1194623774,2025,Abstract 4369082: Population Screening for Polygenic Risk Identifies and Prevents More Cases of Coronary Artery Disease Than Screening for FH,Health Sciences,Epidemiology
pub.1194623788,2025,"Abstract 4369132: Physical activity, cardiorenal metabolic diseases and multimorbidity: a prospective study of UK Biobank",Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1194623799,2025,Abstract 4369163: Elevated levels of estimated low-density lipoprotein triglycerides is associated with risks for atherosclerotic cardiovascular disease and type 2 diabetes,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194623808,2025,Abstract 4369178: Causal Proteomic Consequences of Clonal Hematopoiesis: Integrated Human Genetic and Murine Validation,Biomedical and Clinical Sciences; Health Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences; Sports Science and Exercise
pub.1194623854,2025,Abstract 4369301: FB-1083 demonstrates potent efficacy in preclinical models of Heart Failure with Preserved Ejection Fraction and Pulmonary Hypertension,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194623857,2025,Abstract 4369309: Mfge8/Integrin Signaling in Atherosclerotic Vascular Disease in Diabetes,Biomedical and Clinical Sciences; Health Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences; Sports Science and Exercise
pub.1194623891,2025,Abstract 4369442: Sex- and Age-specific Differences in Lipoprotein(a) and Its Association With Atherosclerotic Cardiovascular Disease in the UK Biobank: A Pragmatic Approach,Health Sciences,Epidemiology
pub.1194623928,2025,Abstract 4369532: Estimated absolute coronary heart disease risk reduction with Lp(a) lowering among adults with atherosclerotic cardiovascular disease,Health Sciences,Epidemiology
pub.1194623960,2025,Abstract 4369626: A PROtein Signature of PlatelEt Reactivity (PROSPER) Associated with Cardiovascular Events,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194623976,2025,Abstract 4369679: Plasma Protein Biomarkers of Coronary Artery Ectasia Based on Multiple Cohort Studies,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194624019,2025,"Abstract 4369799: AI-enhanced ECG for diastolic dysfunction: development, validation and prognosis across five international cohorts",Biomedical and Clinical Sciences,Clinical Sciences
pub.1194624077,2025,Abstract 4369982: Hypertension-Associated Accelerated Brain Aging - An Analysis from the UK Biobank Cohort,Biomedical and Clinical Sciences; Health Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences; Sports Science and Exercise
pub.1194624371,2025,Abstract 4370902: Sex Differences in Latent Profiles of Hypertension-Mediated Organ Damage: A UK Biobank Analysis,Biomedical and Clinical Sciences; Health Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences; Sports Science and Exercise
pub.1194624428,2025,Abstract 4371089: Interactions Between Polygenic Risk Scores and Social Determinants of Health in Coronary Artery Disease: Insights from the UK Biobank,Health Sciences,Epidemiology; Public Health
pub.1194624456,2025,Abstract 4371172: Artificial Intelligence-based screening for Hypertrophic Cardiomyopathy from Single-lead Electrocardiograms: A Multinational Development and Validation Study,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences
pub.1194624534,2025,Abstract 4371466: Epicardial and Visceral Adiposity Define High-Risk Obesity Phenotypes for Cardiovascular Disease: A Harmonized Analysis of Multi-Cohort Imaging and Biomarker Data,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194624597,2025,Abstract 4371740: Characterizing Shared Genetic Architectures in Brain and Cardiovascular Diseases via Clustering of Survival GWAS Summary Statistics,Health Sciences,Epidemiology
pub.1194624647,2025,Abstract 4372183: Cross-species single-cell reconstruction of atherosclerosis reveals predictive monocytes for acute coronary events,Biomedical and Clinical Sciences; Health Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences; Sports Science and Exercise
pub.1194624780,2025,Abstract 4373376: 3D Aortic Geometry is Informative for Risk of Adverse Aortic Events,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194624810,2025,Abstract 4373583: Exome Wide Rare Variant Analysis Identifies Novel Genes Associated with Coronary Artery Disease,Health Sciences,Epidemiology
pub.1194629120,2025,Interaction of alcohol consumption and genetic variants in alcohol metabolism on all-cause and disease-specific mortality: a cohort study,Health Sciences,Epidemiology
pub.1194634954,2025,BTN2A1 and BTN3A1 as Novel Coeliac Disease Risk Loci: An In Silico Analysis,Biological Sciences,Genetics
pub.1194649453,2025,Elevated triglyceride-glucose index and its combination with anthropometric indices as indicators of the risk of new-onset transient ischemic attack: a prospective cohort study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194653213,2025,Association of metabolomics measurements with blood cell phenotypes,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics
pub.1194654635,2025,History of cannabis use and cognitive function in older adults: findings from the UK biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Cognitive and Computational Psychology; Pharmacology and Pharmaceutical Sciences
pub.1194656592,2025,Accelerated biological aging and its hallmarks in DNA methylation drive the association between unhealthy lifestyles and the onset of colorectal cancer,Health Sciences,Epidemiology; Public Health
pub.1194656668,2025,Blood metabolites mediate gut microbiota effects on depression: A Mendelian randomization study,Health Sciences,Epidemiology
pub.1194657617,2025,Association between targeted inflammatory proteomics and insulin sensitivity as well as beta-cell function in subjects with normal glucose tolerance,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1194660573,2025,Confounding fuels misinterpretation in human genetics,Biological Sciences,Genetics
pub.1194661267,2025,Sex Differences in Blood Pressure and Cardiovascular Disease in the UK Biobank: A Prospective Cohort Study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194662427,2025,"Specificity, length and luck drive gene rankings in association studies",Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194664702,2025,Malnutrition and age-related macular degeneration: mechanistic insights from UK Biobank metabolomic and imaging data,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1194664943,2025,"Association between Multisite and Site-specific Chronic Pain, Analgesic Use, Metabolic–Proteomic Profile, and Incident Chronic Kidney Disease in Diabetes",Biomedical and Clinical Sciences,Clinical Sciences
pub.1194665057,2025,Dietary intake and periodontal health: Evidence from a Mendelian randomization analysis,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1194665315,2025,"Rare Variants in HTRA1, SGTB, and RBM12 Confer Risk of Atherosclerotic Cardiovascular Disease Independent of Traditional Cardiovascular Risk Factors",Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194665484,2025,Association between benign prostatic hyperplasia and depression and anxiety: a cross-sectional and prospective cohort study based on the UK biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194666981,2025,Target trial emulation of physical activity and cardiovascular disease risk: What is impact of the exposure assessment method?,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1194667062,2025,Neuroimmune pleiotropy links COVID-19 outcomes to brain structural and functional imaging-derived phenotypes,Biological Sciences; Biomedical and Clinical Sciences; Psychology,Biological Psychology; Genetics; Pharmacology and Pharmaceutical Sciences
pub.1194714015,2025,Exploring The Potential Causal Impact of Dietary Factors on Prostate Cancer Risk: A Two-Sample Mendelian Randomization Study,Biomedical and Clinical Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1194716309,2025,Exploring the association of age at first sexual intercourse and lifetime number of sexual partners on neurological and psychiatric disorders: An observational and genetic study,Psychology,Biological Psychology
pub.1194718077,2025,Facial skin aging is a potential osteoporosis-associated marker: evidence from both observational and genetic studies,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194727183,2025,Associations between obesity indices and cognitive function: Evidence from a middle‐aged observational and Mendelian randomisation study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194728609,2025,"Acyclic graphs to define models of relationships between human cytomegalovirus, cardiovascular disease and all-cause mortality in UK Biobank",Biological Sciences; Biomedical and Clinical Sciences,Unclassified
pub.1194736278,2025,rs140926439 Variant in the Fibronectin FN1 Gene Lowers Risk of Alzheimer Disease in APOEε4 Carriers in the UK Biobank Cohort,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences; Neurosciences
pub.1194736526,2025,Associations of Genetic Risk and Physical Activity with Incident Chronic Obstructive Pulmonary Disease: A Large Prospective Cohort Study,Health Sciences,Epidemiology; Public Health
pub.1194736532,2025,"Deciphering the Role of VIM, STX8, and MIF in Pneumoconiosis Susceptibility: A Mendelian Randomization Analysis of the Lung-Gut Axis and Multi-Omics Insights from European and East Asian Populations",Health Sciences,Epidemiology
pub.1194736548,2025,Accelerated Biological Aging and Genetic Pleiotropy in Age-Related Eye Diseases: A Population-Based Cohort and Integrative Genetic Analysis,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1194736772,2025,Proteome-wide Mendelian randomization and colocalization analysis uncovers druggable targets for lung cancer across multiple phenotypes and complications,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1194737947,2025,Flexibly Modeling Rare Variant Pathogenicity Improves Gene Discovery for Complex Traits,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194737961,2025,Simulated sample splitting approach to address biases due to instrument selection and participant overlap in two-sample Mendelian Randomization studies,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1194749147,2025,Effects of moderate-to-vigorous physical activity on the associations between an insulin resistance surrogate and incident cardiovascular disease and all-cause mortality: a UK Biobank cohort study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194749417,2025,The association between coronary heart disease and the risk of developing colorectal polyps: insights from the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194765539,2025,Causal relationship between sarcopenia and cognitive performance: A bidirectional Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194769631,2025,Causal association between 3 adiposity indices and 5 infectious diseases: A Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194769685,2025,Physical activity levels may impact on the risk of premature mortality in people with epilepsy,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1194771991,2025,"Comparative risk of end-stage renal disease, myocardial infarction and stroke in young and older onset diabetes in UK Biobank",Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences
pub.1194774702,2025,Pathogenic variants in medically actionable genes among women with Mayer-Rokitansky-Küster-Hauser syndrome,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Genetics
pub.1194775256,2025,Causal association between sepsis and acute respiratory distress syndrome: Evidence from a 2-sample Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194775913,2025,Discordance in Creatinine- and Cystatin C–Based eGFR and Clinical Outcomes,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194777985,2025,Association between frailty and gout in middle-aged and older adults: A nationwide cross-sectional and Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194779177,2025,Evaluating breast cancer screening consortium and MammoRisk plus polygenic risk score 313 for breast cancer risk prediction in UK Biobank,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1194780487,2025,Causal associations between food intakes and autoimmune skin diseases: A 2-sample Mendelian randomization study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194781516,2025,Bidirectional Association between Atrial Fibrillation and Ovarian Cancer: Evidence from the UK Biobank and Mendelian Randomization,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Oncology and Carcinogenesis
pub.1194781641,2025,Serum urate levels and colorectal cancer risk: a prospective cohort study in of the UK biobank and a Mendelian randomization analysis,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1194781883,2025,The combined association between sleep duration and insomnia symptoms with dementia and cognitive deficits: a multivariable-adjusted and genetic liability study,Biological Sciences; Biomedical and Clinical Sciences,Clinical Sciences; Genetics
pub.1194782814,2025,Deep-learning-derived glaucoma-related endophenotypes enable novel genome-wide genetic and functional discovery,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Genetics; Ophthalmology and Optometry
pub.1194794174,2025,Plasma Proteomics Reveals Biomarkers and Undulating Changes in Metabolic Aging,Biological Sciences,Biochemistry and Cell Biology
pub.1194803250,2025,Risk profiles and long-term mortality in premature and nonpremature peripheral artery disease from two prospective cohorts,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194806104,2025,"An atlas of age- and sex-related volumetric alterations of grey matter in subcortical regions: The case of 46,111 UK Biobank participants",Biomedical and Clinical Sciences,Clinical Sciences
pub.1194807549,2025,Protein intake and transitions between frailty states in middle-aged and older adults: a multi-state transition model in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Public Health
pub.1194810481,2025,Association between Accelerometer-derived Physical Activity-related Metabolic Signature and Stroke: A Cohort Study from UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Medical Biochemistry and Metabolomics; Public Health
pub.1194816240,2025,Genetic evidence for a causal relationship between 179 lipid species and cognitive function and alzheimer’s disease: a bidirectional Mendelian randomization study,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences; Neurosciences
pub.1194816241,2025,Causal relationships between four types of sedentary behavior and insomnia: a two-sample Mendelian randomization study,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences; Neurosciences
pub.1194817387,2025,Genotype-level quality control substantially reduces error rates in population-scale whole-genome sequencing,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194824586,2025,Older Computer Gamers and Non-gamers in the United Kingdom: Findings from the UK Biobank,Health Sciences,Public Health
pub.1194841640,2025,Benefits of Better Cardiovascular Health for Calcific Aortic Valve Stenosis Stratified by Polygenic Risk Score,Biological Sciences; Information and Computing Sciences; Mathematical Sciences,Unclassified
pub.1194842674,2025,Plasma fatty acids and the likelihood of healthy aging: a prospective cohort study,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1194843057,2025,FINEMAP-miss: fine-mapping genome-wide association studies with missing genotype information,Biological Sciences; Mathematical Sciences,Genetics; Statistics
pub.1194843836,2025,Habitual napping and cancer incidence: a prospective study from the UK Biobank with metabolomic mediation analysis,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1194843837,2025,Age- and sex-related differences in sleep patterns and their relations to self-reported sleep and mood,Health Sciences,Allied Health and Rehabilitation Science
pub.1194845325,2025,Sarcopenia in atrial fibrillation: a risk factor for adverse outcomes in a UK Biobank study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194845399,2025,Testing the Mother's Curse Hypothesis in Human Mitochondrial Genome Evolution,Biological Sciences,Genetics; Zoology
pub.1194845901,2025,Proteomic predictors of mortality among people with Coronary Artery Disease,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194846868,2025,"Genome-wide Association Studies of over 30,000 Samples with Bone Mineral Density at Multiple Skeletal Sites and Its Clinical Relevance",Biological Sciences,Genetics
pub.1194847164,2025,Data-driven cluster analysis identifies distinct types of cardiovascular-kidney-metabolic syndrome,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194847752,2025,"The Association of Life’s Crucial 9, Socioeconomic Status, and Social Isolation With Dementia",Health Sciences,Epidemiology; Public Health
pub.1194847883,2025,The anticholinergic medication index and dementia risk: evidence from the UK Biobank and All of Us research program,Health Sciences,Epidemiology; Health Services and Systems
pub.1194849674,2025,Machine learning for precision phenotyping and genomic discovery for heart failure with preserved ejection fraction,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194849675,2025,Impact of obesity and breathlessness on MACE outcomes within HFpEF: results from the UK Biobank,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1194849727,2025,Long-term prediction of heart failure using an ECG-based fine-tuned self-supervised neural network model identifies 23 genetic loci implicating electrophysiological mechanisms,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194849729,2025,Multinational assessment of traditional and AI-electrocardiography based risk prediction for heart failure in prospective cohort studies,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194849733,2025,Rare and common variant drivers of ischemic cardiomyopathy,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194861035,2025,Inference for the Extended Functional Cox Model: A UK Biobank Case Study,Health Sciences; Mathematical Sciences,Epidemiology; Public Health; Statistics
pub.1194861282,2025,Early Alzheimer's Disease Detection from Retinal OCT Images: A UK Biobank Study,Biomedical and Clinical Sciences; Information and Computing Sciences,Ophthalmology and Optometry
pub.1194862018,2025,Variant in a Taste Receptor Locus Tied to Changes in the Use of Insomnia Medication,Biological Sciences; Biomedical and Clinical Sciences,Genetics; Pharmacology and Pharmaceutical Sciences
pub.1194862928,2025,"Blood pressure, hypertension, and the risk of aortic aneurysm in the UK Biobank",Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1194866001,2025,High-dimensional statistical inference for linkage disequilibrium score regression and its cross-ancestry extensions,Mathematical Sciences,Statistics
pub.1194866623,2025,"Association of healthy lifestyle, metabolic alterations and lower mortality risk of IBD patients: a prospective cohort and mediation analysis",Health Sciences,Epidemiology; Public Health
pub.1194866630,2025,131 genetic loci highlight immunological pathways and tissues in nasal polyposis and asthma,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194866839,2025,Newly defined clinical obesity versus body mass index‐defined obesity: Differential risks of overall death and adverse events in a population‐based cohort,Biomedical and Clinical Sciences,Clinical Sciences
pub.1194866950,2025,Plasma NfL and GFAP in the preclinical stages of neurodegenerative diseases: insights from the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1194872870,2025,Subclinical Atherosclerosis Links Premature and Late-Onset Coronary Artery Disease,Health Sciences,Epidemiology
pub.1194872886,2025,Association of Dietary Flavonoid Intake with Incident Depression Risk and Brain Structural Changes: A Prospective Study in the UK Biobank,Biomedical and Clinical Sciences; Health Sciences,Nutrition and Dietetics
pub.1194872888,2025,Scaling genetic discovery for organ volumes using machine learning-assisted imputation and bias-corrected GWAS,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1194880080,2025,"Cerebrospinal Fluid Metabolomics, Brain Morphometry, and Psychiatric Disorders: A Mendelian Randomization Study",Biomedical and Clinical Sciences; Psychology,Biological Psychology; Medical Biochemistry and Metabolomics; Pharmacology and Pharmaceutical Sciences
