researcher_id,full_name,community,modal_for_l2,modal_for_l4,modal_institution,modal_country,name_gender
ur.011335765124.25,Stephen Gough,14,Biomedical and Clinical Sciences,Clinical Sciences,"Oxford Centre for Diabetes, Endocrinology and Metabolism",United Kingdom,Male
ur.011336024365.67,Teresa Seum,2,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,German Cancer Research Center,Germany,Female
ur.01133605273.11,J Krejci,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Institut Pasteur,France,Unknown
ur.011336121041.28,Yi Ding,14,Biological Sciences,Genetics,Genomic Health Inc,United States,Female
ur.01133613644.42,Shibo Li,1509,Biomedical and Clinical Sciences,Immunology,Wenzhou Medical University,China,Unknown
ur.01133615451.16,Anita L. DeStefano,1,Biological Sciences,Genetics,Boston University,United States,Female
ur.011336206353.36,Yuanyuan Du,172,Health Sciences,Epidemiology,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,Female
ur.01133623710.01,M. Jorge Cardoso,3,Information and Computing Sciences,Machine Learning,King's College London,United Kingdom,Male
ur.011336306560.51,Peter Wild Crea,10,Biomedical and Clinical Sciences,Genetics,National Institute on Aging,United States,Male
ur.011336326640.93,Bingyue Cai,38,Biological Sciences,Genetics,Hangzhou Medical College,China,Unknown
ur.01133641576.58,Lin Guan,379,Health Sciences,Epidemiology,First Hospital of China Medical University,China,Female
ur.011336476567.36,Benjamin S. Williams,1,Health Sciences,Biological Psychology,Duke University,United States,Male
ur.011336536647.22,Myson Burch,11,Information and Computing Sciences,Genetics,Thomas J Watson Research Center,United States,Male
ur.01133656162.11,Sarah Tosato,12,Biomedical and Clinical Sciences,Clinical Sciences,University of Verona,Italy,Female
ur.01133657416.38,Ulrike Schara,10,Biological Sciences,Biochemistry and Cell Biology,University of Duisburg-Essen,Germany,Female
ur.011336606053.52,Chief Ben-Eghan,5,Biological Sciences,Genetics,University of Cambridge,United Kingdom,Male
ur.011336615403.69,F. Maleady-Crowe,54,Biomedical and Clinical Sciences,Clinical Sciences,Genomics England Ltd,United Kingdom,Female
ur.011336626321.14,Ying Zhu,24,Biological Sciences,Genetics,Wuhan University,China,Female
ur.0113366462.94,Staffan Hygge,791,Biomedical and Clinical Sciences,Allied Health and Rehabilitation Science,University of Gävle,Sweden,Male
ur.011336651705.80,Jiajun Guo,51,Biological Sciences,Genetics,West China Hospital of Sichuan University,China,Male
ur.011336700557.71,Qibo Hu,24,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,Male
ur.01133670254.21,Lisette Stolk,1,Biological Sciences,Genetics,Erasmus MC,Netherlands,Female
ur.01133671215.49,Joanne J. van der Vis,14,Biomedical and Clinical Sciences,Epidemiology,St. Antonius Ziekenhuis,Netherlands,Female
ur.011336717463.49,Yiming Wu,24,Biomedical and Clinical Sciences,Clinical Sciences,Dalian Maritime University,China,Male
ur.01133673005.55,Hyacinth I. Hyacinth,31,Biomedical and Clinical Sciences,Epidemiology,University of Cincinnati,United States,Female
ur.011336740407.11,G Farrugia,5,Biomedical and Clinical Sciences,Biochemistry and Cell Biology,Baker IDI Heart and Diabetes Institute,Australia,Female
ur.011336760655.18,Dongming Wang,16,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Tongji Medical College of Huazhong University of Science and Technology,China,Unknown
ur.011337021057.38,Junning Fan,25,Biomedical and Clinical Sciences,Clinical Sciences,Qingdao University,China,Unknown
ur.011337026377.46,Gudrun R. Sigurdardottir,22,Biological Sciences,Genetics,"Laeknasetrid Clinic, Reykjavik, Iceland",Iceland,Female
ur.01133703741.05,Arpana Agrawal,15,Biomedical and Clinical Sciences,Biological Psychology,Washington University in St. Louis,United States,Female
ur.01133710043.15,Hongying Fan,202,Health Sciences,Epidemiology,Southern Medical University,China,Female
ur.011337126224.80,Patricia Bohmann,2,Health Sciences,Epidemiology,University of Regensburg,Germany,Female
ur.011337142270.04,Chao Mao,91,Biomedical and Clinical Sciences,Epidemiology,Macao Polytechnic University,China,Male
ur.011337167621.89,Thomas B. Kuipers,16,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Leiden University Medical Center,Netherlands,Male
ur.01133717170.55,Nicholas Banovich,38,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Translational Genomics Research Institute,United States,Male
ur.011337252250.20,J Marino,1,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Greifswald University Medicine,Germany,Female
ur.011337411677.16,Zhaoyu Yang,159,Biological Sciences,Biochemistry and Cell Biology,Xiangya Hospital Central South University,China,Unknown
ur.011337414733.54,Chenhao Zhao,909,Biological Sciences,Bioinformatics and Computational Biology,First Affiliated Hospital of Anhui Medical University,China,Male
ur.011337417213.03,Menelik Russo,12,Biomedical and Clinical Sciences,Clinical Sciences,Namibia University of Science and Technology,Namibia,Male
ur.011337446444.84,Chongfei Li,112,Health Sciences,Epidemiology,Fujian Medical University,China,Unknown
ur.01133744750.43,Jonathan R Olsen,12,Health Sciences,Public Health,University of Queensland,Australia,Male
ur.011337471513.77,Fiona Bartoli,8,Biomedical and Clinical Sciences,Medical Physiology,University of Leeds,United Kingdom,Female
ur.01133747262.36,Robert P. Mohney,1,Biological Sciences,Genetics,Metabolon Inc,United States,Male
ur.01133750734.86,Patricia Aspichueta,6,Biomedical and Clinical Sciences,Genetics,University of the Basque Country,Spain,Female
ur.01133764165.77,Alexander Gaudl,80,Biomedical and Clinical Sciences,Clinical Sciences,University Hospital Leipzig,Germany,Male
ur.011337743755.62,Frosti Jonsson,22,Biological Sciences,Genetics,Decode Genetics ehf,Iceland,Male
ur.01133775440.47,Meiyan Huang,19,Psychology,Biological Psychology,Southern Medical University,China,Female
ur.01133777524.80,Meng-Hua Tao,38,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of North Texas Health Science Center,United States,Unknown
ur.011340017161.31,Ines A Smit,6,Biological Sciences,Genetics,European Bioinformatics Institute,United Kingdom,Female
ur.01134002444.30,C Antoniades,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Oxford,United Kingdom,Male
ur.01134007553.53,George A. Kuchel,14,Biomedical and Clinical Sciences,Clinical Sciences,University of Connecticut Health Center,United States,Unknown
ur.011340110715.90,Heather J Agnew,62,Biomedical and Clinical Sciences,Health Services and Systems,Belfast City Hospital,United Kingdom,Female
ur.011340111343.53,Marta Rizk,6,Biomedical and Clinical Sciences,Clinical Sciences,RWTH Aachen University,Germany,Female
ur.01134012374.40,Jungeun Lim,2,Biomedical and Clinical Sciences,Clinical Sciences,National Heart Lung and Blood Institute,United States,Female
ur.01134014315.28,Thomas Perls,47,Biological Sciences,Genetics,Boston University,United States,Male
ur.011340217670.45,Pierre Antoine,4,Biological Sciences,Epidemiology,Homerton University Hospital,United Kingdom,Male
ur.011340277407.68,Ziyu Ren,725,Health Sciences,Epidemiology,Second Affiliated Hospital of Chongqing Medical University,China,Male
ur.011340302007.40,Yogesh Kumar Rathore,1491,Engineering,Biomedical Engineering,"Department of Computer Science and Engineering, Shri Shankaracharya Institute of Professional Management and Technology, Raipur, (C.G.), India",India,Male
ur.01134030643.33,Chio Yokose,29,Biomedical and Clinical Sciences,Clinical Sciences,Massachusetts General Hospital,United States,Female
ur.01134032602.21,Vidya Navaratnam,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Nottingham,United Kingdom,Female
ur.01134036767.86,René Pool,1,Biological Sciences,Genetics,Vrije Universiteit Amsterdam,Netherlands,Male
ur.01134046226.44,Tune H. Pers,1,Biological Sciences,Genetics,University of Copenhagen,Denmark,Unknown
ur.01134046350.60,M. Brent Donnellan,15,Biological Sciences,Genetics,Michigan State University,United States,Male
ur.011340506162.61,Kathryn Fiuza Malerbi,1,Health Sciences,Epidemiology,Purdue University West Lafayette,United States,Female
ur.01134050713.47,Anna Bergström,53,Biological Sciences,Epidemiology,Karolinska Institutet,Sweden,Female
ur.01134052100.57,Pranav S. Garimella,14,Biological Sciences,Epidemiology,"University of California, San Diego",United States,Male
ur.01134052710.21,Heather Young,2,Biomedical and Clinical Sciences,Nutrition and Dietetics,University of Oxford,United Kingdom,Female
ur.011340537567.38,Rong Huang,24,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,China Medical University,China,Unknown
ur.01134070202.45,C. Jacobs,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Technology Sydney,Australia,Unknown
ur.01134070412.91,Ningli Wang,29,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Beijing Tongren Hospital,China,Unknown
ur.011340735263.00,Kui Deng,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Vanderbilt-Ingram Cancer Center,United States,Unknown
ur.01134104310.42,Jørgen Stenvik,13,Biomedical and Clinical Sciences,Clinical Sciences,St Olav's University Hospital,Norway,Male
ur.01134104777.69,R Sayeed,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Oxford University Hospitals NHS Trust,United Kingdom,Unknown
ur.01134105447.15,Victor Bobée,28,Biological Sciences,Genetics,Centre Hospitalier Universitaire de Rouen,France,Male
ur.01134105616.85,P.N. Durrington,4,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Manchester,United Kingdom,Unknown
ur.011341105657.38,Weiming Gong,30,Biological Sciences,Genetics,Shandong University,China,Male
ur.01134113177.34,Bradley S. Wubbenhorst,2,Biological Sciences,Genetics,University of Pennsylvania,United States,Male
ur.01134114063.73,Hesam Dashti,11,Health Sciences,Epidemiology,Broad Institute,United States,Male
ur.011341141060.82,Yi-Qing Xu,66,Health Sciences,Epidemiology,Anhui Medical University,China,Unknown
ur.01134121475.23,Lori B. Chibnik,15,Psychology,Biological Psychology,Massachusetts General Hospital,United States,Female
ur.01134122616.30,Fanny Thébault-Dagher,3,Biological Sciences,Biological Psychology,University of Montreal,Canada,Female
ur.01134123651.54,Baopeng Tang,1121,Biological Sciences,Biochemistry and Cell Biology,First Affiliated Hospital of Xinjiang Medical University,China,Unknown
ur.011341255743.18,Cynthia Sandor,12,Biomedical and Clinical Sciences,Clinical Sciences,Cardiff University,United Kingdom,Female
ur.011341255747.37,Kyle Retterer,26,Biological Sciences,Bioinformatics and Computational Biology,Geisinger Health System,United States,Male
ur.01134135401.28,Benoit Laurent,18,Health Sciences,Public Health,Université de Sherbrooke,Canada,Male
ur.01134137470.00,Martyn McFarquhar,13,Biomedical and Clinical Sciences,Clinical Sciences,University of Manchester,United Kingdom,Male
ur.01134137514.88,Thomas A DiPrete,1,Health Sciences,Epidemiology,Columbia University,United States,Male
ur.011341425533.96,Jorge Arias de la Torre,12,Biomedical and Clinical Sciences,Clinical Sciences,King's College London,United Kingdom,Male
ur.011341440055.34,Heena Desai,14,Biological Sciences,Genetics,University of Pennsylvania,United States,Female
ur.011341440774.11,Hidenori Toyoda,21,Biomedical and Clinical Sciences,Clinical Sciences,Ogaki Municipal Hospital,Japan,Male
ur.01134145405.43,Cheng Qian,1105,Biomedical and Clinical Sciences,Epidemiology,Affiliated Hospital of Southwest Medical University,China,Male
ur.011341457676.89,Matu Li,51,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Lanzhou University,China,Unknown
ur.011341522601.01,Wenqing Li,162,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Peking University Cancer Hospital,China,Unknown
ur.011341563713.97,Yushu Qiu,761,Health Sciences,Epidemiology,XinHua Hospital,China,Unknown
ur.01134171335.26,Richa Gupta,1,Biological Sciences,Genetics,University of Helsinki,Finland,Female
ur.011341725044.35,Xiao He,42,Biological Sciences,Genetics,University of Shanghai for Science and Technology,China,Female
ur.011342035214.37,Milad Dagher,782,Biomedical and Clinical Sciences,Immunology,"1Nomic, Montreal, QC, Canada.",Canada,Male
ur.01134210523.17,Wolfgang Herzog,1,Biological Sciences,Genetics,University Hospital Heidelberg,Germany,Male
ur.01134215101.61,Zhangwei Chen,28,Health Sciences,Epidemiology,Zhongshan Hospital,China,Male
ur.01134217473.10,Beatrice Milon,35,Biological Sciences,Bioinformatics and Computational Biology,"University of Maryland, Baltimore",United States,Female
ur.011342331013.12,Emma Hudson,21,Biomedical and Clinical Sciences,Medical Microbiology,University of Oxford,United Kingdom,Female
ur.01134234067.80,Samuel Rotman,1,Biological Sciences,Epidemiology,University Hospital of Lausanne,Switzerland,Male
ur.011342346153.87,Antoine Salzmann,7,Health Sciences,Biological Psychology,University College London,United Kingdom,Male
ur.01134235723.41,Craig Morgan,12,Biomedical and Clinical Sciences,Biological Psychology,King's College London,United Kingdom,Male
ur.01134243216.20,L. Philip Schumm,20,Biological Sciences,Bioinformatics and Computational Biology,University of Chicago,United States,Male
ur.01134243723.50,Jiayuan Xu,49,Psychology,Biological Psychology,Tianjin Medical University General Hospital,China,Unknown
ur.01134251170.17,Xabier Urra,31,Biological Sciences,Epidemiology,August Pi i Sunyer Biomedical Research Institute,Spain,Male
ur.011342556400.42,Yu Yang,760,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Central South University,China,Unknown
ur.01134256347.63,Margit Nõukas,1,Biological Sciences,Genetics,University of Tartu,Estonia,Female
ur.011342576124.36,Bohan Liu,24,Health Sciences,Epidemiology,West China Hospital of Sichuan University,China,Male
ur.01134265175.04,Marinka M G Koenis,3,Psychology,Biological Psychology,Hartford Hospital,United States,Female
ur.01134266554.45,Nora Eszlari,54,Biomedical and Clinical Sciences,Clinical Sciences,Semmelweis University,Hungary,Female
ur.011342707212.30,Henry C. H. Tam,8,Biomedical and Clinical Sciences,Reproductive Medicine,Chinese University of Hong Kong,China,Male
ur.01134272537.92,Bozo Lugonja,15,Biological Sciences,Genetics,Cardiff University,United Kingdom,Male
ur.011342751117.38,Yali Xu,744,Biomedical and Clinical Sciences,Epidemiology,Second Affiliated Hospital of Guangzhou Medical University,China,Male
ur.01134300231.87,Laura Carrel,1,Biological Sciences,Bioinformatics and Computational Biology,The Pennsylvania State University,United States,Female
ur.01134307322.52,Haiyan Xu,28,Biomedical and Clinical Sciences,Public Health,"Fuwai Hospital, CAMS&PUMC",China,Unknown
ur.01134314703.76,John A. Todd,26,Biological Sciences,Genetics,University of Oxford,United Kingdom,Male
ur.011343171013.00,Alexander Rau,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University Medical Center Freiburg,Germany,Male
ur.01134323435.32,Julia Sidorenko,1,Biological Sciences,Genetics,University of Queensland,Australia,Female
ur.011343241014.39,Christina Gkertsou,43,Biological Sciences,Epidemiology,UCL Institute of Ophthalmology,United Kingdom,Female
ur.01134330524.21,Per Sjögren,1,Health Sciences,Biological Psychology,Uppsala University,Sweden,Male
ur.01134332413.70,Megan C Fitzhugh,15,Biomedical and Clinical Sciences,Clinical Sciences,"University of California, San Diego",United States,Female
ur.011343357637.32,Simon Malesys,3,Biological Sciences,Genetics,Institut Pasteur,France,Male
ur.01134345024.13,Holly R. Harris,2,Biological Sciences,Genetics,Fred Hutchinson Cancer Center,United States,Female
