community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
1495,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangzhou University of Chinese Medicine,China,0.002888628912286783,99.19262821901503,Clinical Sciences (100%),Guangzhou University of Chinese Medicine (100%)
1496,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Guangdong Provincial People’s Hospital,China,0.002888628912286783,99.19551684792732,Epidemiology (100%),Guangdong Provincial People’s Hospital (100%)
1497,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Hospital of Jilin University,China,0.002888628912286783,99.19840547683961,Clinical Sciences (100%),First Hospital of Jilin University (100%)
1498,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Affiliated Hospital of Shandong University of Traditional Chinese Medicine,China,0.002888628912286783,99.2012941057519,Clinical Sciences (100%),Affiliated Hospital of Shandong University of Traditional Chinese Medicine (100%)
1499,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Huashan Hospital,China,0.002888628912286783,99.20418273466419,Clinical Sciences (100%),Huashan Hospital (50%); Massachusetts General Hospital (50%)
1500,2,1.0,1.0,0.0,Biological Sciences,Genetics,Hunan Normal University,China,0.002888628912286783,99.20707136357647,Genetics (100%),Hunan Normal University (100%)
1501,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Beijing Chao-Yang Hospital,China,0.002888628912286783,99.20995999248876,Clinical Sciences (100%),Beijing Chao-Yang Hospital (100%)
1502,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of GuangXi Medical University,China,0.002888628912286783,99.21284862140105,Clinical Sciences (100%),First Affiliated Hospital of GuangXi Medical University (50%); Guilin Medical University (50%)
1503,2,0.5,1.5,0.0,Information and Computing Sciences,Machine Learning,Yonsei University,South Korea,0.002888628912286783,99.21573725031334,Machine Learning (100%),Yonsei University (100%)
1504,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,First Hospital of Jilin University,China,0.002888628912286783,99.21862587922563,Epidemiology (100%),First Hospital of Jilin University (100%)
1505,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Affiliated Eye Hospital of Wenzhou Medical College,China,0.002888628912286783,99.22151450813791,Epidemiology (100%),Affiliated Eye Hospital of Wenzhou Medical College (100%)
1506,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Affiliated Hospital of Southwest Medical University,China,0.002888628912286783,99.2244031370502,Biological Psychology (100%),Affiliated Hospital of Southwest Medical University (50%); Imperial College London (50%)
1507,2,1.0,1.0,100.0,Health Sciences,Public Health,Shanghai Public Health Clinical Center,China,0.002888628912286783,99.22729176596249,Public Health (100%),Shanghai Public Health Clinical Center (50%); Shanghai University of Sport (50%)
1508,2,1.0,2.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Seoul National University,South Korea,0.002888628912286783,99.23018039487478,Oncology and Carcinogenesis (100%),Seoul National University (50%); Seoul National University Bundang Hospital (50%)
1509,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,"Department of cardiology, First affiliated hospital of Dalian Mediacal University, Liaoning, China",China,0.002888628912286783,99.23306902378707,Cardiovascular Medicine and Haematology (100%),"Department of cardiology, First affiliated hospital of Dalian Mediacal University, Liaoning, China (100%)"
1510,2,1.0,1.5,0.0,Biomedical and Clinical Sciences,Immunology,Wenzhou Medical University,China,0.002888628912286783,99.23595765269935,Immunology (100%),Wenzhou Medical University (50%); Zhoushan Hospital (50%)
1511,2,1.0,2.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,German University in Cairo,Egypt,0.002888628912286783,99.23884628161164,Oncology and Carcinogenesis (100%),German University in Cairo (50%); Misr University for Science and Technology (50%)
1512,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Hei Longjiang University of Traditional Chinese Medicine, Harbin, China",China,0.002888628912286783,99.24173491052393,Clinical Sciences (100%),"Hei Longjiang University of Traditional Chinese Medicine, Harbin, China (100%)"
1513,2,1.5,3.5,0.0,Biological Sciences,Genetics,Xidian University,China,0.002888628912286783,99.24462353943622,Genetics (100%),Xidian University (100%)
1514,2,0.0,1.0,0.0,Information and Computing Sciences,Machine Learning,Bharath University,India,0.002888628912286783,99.2475121683485,Machine Learning (100%),Bharath University (100%)
1515,2,1.0,1.0,0.0,Biological Sciences,Genetics,Beihang University,China,0.002888628912286783,99.2504007972608,Genetics (100%),Beihang University (50%); Beijing Jishuitan Hospital (50%)
1516,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,University of Pittsburgh,United States,0.002888628912286783,99.25328942617308,Immunology (100%),University of Pittsburgh (100%)
1517,2,0.0,1.0,50.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Exeter,United Kingdom,0.002888628912286783,99.25617805508537,Clinical Sciences (100%),University of Exeter (100%)
1518,2,1.0,1.0,100.0,Biological Sciences,Epidemiology,Al-Neelain University,France,0.002888628912286783,99.25906668399766,Epidemiology (100%),Al-Neelain University (50%); Creighton University (50%)
1519,2,1.0,1.0,100.0,"Agricultural, Veterinary and Food Sciences",Biomedical Engineering,Federal University of Paraíba,Brazil,0.002888628912286783,99.26195531290995,Biomedical Engineering (100%),Federal University of Paraíba (50%); University of Geneva (50%)
1520,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Kiang Wu Nursing College of Macau,China,0.002888628912286783,99.26484394182224,Epidemiology (100%),Kiang Wu Nursing College of Macau (100%)
1521,2,0.0,1.0,0.0,Biological Sciences,Microbiology,Central South University,China,0.002888628912286783,99.26773257073452,Microbiology (100%),Central South University (100%)
1522,2,1.0,2.0,100.0,Biomedical and Clinical Sciences,Public Health,"Engineering and Data Science Team, Sanome Limited, 15 Bishopsgate, EC2N 3AR, London, UK",United Kingdom,0.002888628912286783,99.27062119964681,Public Health (100%),"Engineering and Data Science Team, Sanome Limited, 15 Bishopsgate, EC2N 3AR, London, UK (100%)"
1523,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Seoul National University,South Korea,0.002888628912286783,99.2735098285591,Biological Psychology (100%),Seoul National University (100%)
1524,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Affiliated Hospital of Chifeng University,China,0.002888628912286783,99.27639845747139,Clinical Sciences (100%),Affiliated Hospital of Chifeng University (100%)
1525,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Shanghai Jiao Tong University,China,0.002888628912286783,99.27928708638368,Cardiovascular Medicine and Haematology (100%),Shanghai Jiao Tong University (50%); Zhongshan Hospital (50%)
1526,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,West China Hospital of Sichuan University,China,0.002888628912286783,99.28217571529596,Oncology and Carcinogenesis (100%),West China Hospital of Sichuan University (100%)
1527,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangxi University,China,0.002888628912286783,99.28506434420825,Clinical Sciences (100%),Guangxi University (50%); Southern Medical University (50%)
1528,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Second Hospital of Hebei Medical University,China,0.002888628912286783,99.28795297312054,Epidemiology (100%),Second Hospital of Hebei Medical University (100%)
1529,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,Indian Statistical Institute,India,0.002888628912286783,99.29084160203283,Epidemiology (100%),Indian Statistical Institute (100%)
1530,2,0.0,1.0,100.0,Health Sciences,Epidemiology,City University of Hong Kong,China,0.002888628912286783,99.29373023094512,Epidemiology (100%),City University of Hong Kong (100%)
1531,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Renmin Hospital of Wuhan University,China,0.002888628912286783,99.2966188598574,Clinical Sciences (100%),Renmin Hospital of Wuhan University (100%)
1532,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,National Taipei University of Nursing and Health Science,Taiwan,0.002888628912286783,99.29950748876969,Clinical Sciences (100%),National Taipei University of Nursing and Health Science (50%); Tri-Service General Hospital (50%)
1533,2,1.0,1.0,0.0,Information and Computing Sciences,Machine Learning,"Belda College, Belda, West Bengal, India",India,0.002888628912286783,99.30239611768198,Machine Learning (100%),"Belda College, Belda, West Bengal, India (50%); University of Engineering & Management (50%)"
1534,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of GuangXi Medical University,China,0.002888628912286783,99.30528474659427,Clinical Sciences (100%),First Affiliated Hospital of GuangXi Medical University (100%)
1535,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Hubei University of Medicine,China,0.002888628912286783,99.30817337550656,Epidemiology (100%),Hubei University of Medicine (100%)
1536,2,0.0,1.0,0.0,Health Sciences,Health Services and Systems,ETH Zurich,Switzerland,0.002888628912286783,99.31106200441884,Health Services and Systems (100%),ETH Zurich (100%)
1537,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,First Hospital of Jilin University,China,0.002888628912286783,99.31395063333113,Epidemiology (100%),First Hospital of Jilin University (100%)
1538,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Public Health,Fudan University,China,0.002888628912286783,99.31683926224342,Public Health (100%),Fudan University (50%); University of Alabama (50%)
1539,2,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Stanford University,United States,0.002888628912286783,99.31972789115571,Biochemistry and Cell Biology (100%),Stanford University (100%)
1540,2,1.0,1.0,0.0,Health Sciences,Epidemiology,First Hospital of Jilin University,China,0.002888628912286783,99.322616520068,Epidemiology (100%),First Hospital of Jilin University (100%)
1541,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Changchun University of Chinese Medicine,China,0.002888628912286783,99.32550514898028,Clinical Sciences (100%),Changchun University of Chinese Medicine (100%)
1542,2,1.0,1.0,0.0,Biological Sciences,Genetics,Chongqing Medical University,China,0.002888628912286783,99.32839377789257,Genetics (100%),Chongqing Medical University (100%)
1543,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Hangzhou Women’s Hospital,China,0.002888628912286783,99.33128240680486,Biological Psychology (100%),Hangzhou Women’s Hospital (50%); Second Affiliated Hospital of Zhejiang University School of Medicine (50%)
1544,2,0.0,1.0,0.0,Biological Sciences,Medical Biochemistry and Metabolomics,Sun Yat-sen Memorial Hospital,China,0.002888628912286783,99.33417103571715,Medical Biochemistry and Metabolomics (100%),Sun Yat-sen Memorial Hospital (100%)
1545,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Medical Biotechnology,Shihezi University,China,0.002888628912286783,99.33705966462944,Medical Biotechnology (100%),Shihezi University (100%)
1546,2,1.0,1.0,0.0,Health Sciences,Epidemiology,People's Hospital of Shiyan,China,0.002888628912286783,99.33994829354172,Epidemiology (100%),People's Hospital of Shiyan (100%)
1547,2,0.0,1.0,0.0,Health Sciences,Health Services and Systems,Auckland University of Technology,New Zealand,0.002888628912286783,99.34283692245401,Health Services and Systems (100%),Auckland University of Technology (50%); University of Waikato (50%)
1548,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Chinese PLA General Hospital,China,0.002888628912286783,99.3457255513663,Epidemiology (100%),Chinese PLA General Hospital (100%)
1549,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Chengdu University of Traditional Chinese Medicine,China,0.002888628912286783,99.34861418027859,Biological Psychology (100%),Chengdu University of Traditional Chinese Medicine (50%); MGH Institute of Health Professions (50%)
1550,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Second Affiliated Hospital of Chongqing Medical University,China,0.002888628912286783,99.35150280919088,Nutrition and Dietetics (100%),Second Affiliated Hospital of Chongqing Medical University (100%)
1551,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Central South University,China,0.002888628912286783,99.35439143810316,Epidemiology (100%),Central South University (100%)
1552,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Xuzhou Medical College,China,0.002888628912286783,99.35728006701545,Biological Psychology (100%),Xuzhou Medical College (100%)
1553,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Zhejiang University,China,0.002888628912286783,99.36016869592774,Clinical Sciences (100%),Zhejiang University (100%)
1554,2,0.0,1.0,0.0,Biological Sciences,Genetics,Hunan Academy of Traditional Chinese Medicine,China,0.002888628912286783,99.36305732484003,Genetics (100%),Hunan Academy of Traditional Chinese Medicine (100%)
1555,2,0.0,1.0,0.0,Biological Sciences,Genetics,Shanghai Jiao Tong University,China,0.002888628912286783,99.36594595375232,Genetics (100%),Shanghai Jiao Tong University (100%)
1556,2,1.0,1.0,100.0,Biological Sciences,Genetics,Dali University,China,0.002888628912286783,99.3688345826646,Genetics (100%),Dali University (100%)
1557,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Reproductive Medicine,Indian Institute of Technology Kanpur,India,0.002888628912286783,99.37172321157689,Reproductive Medicine (100%),Indian Institute of Technology Kanpur (100%)
1558,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Gachon University,South Korea,0.002888628912286783,99.37461184048918,Clinical Sciences (100%),Gachon University (50%); Gachon University Gil Medical Center (50%)
1559,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Beijing University of Chinese Medicine,China,0.002888628912286783,99.37750046940147,Clinical Sciences (100%),Beijing University of Chinese Medicine (50%); China Academy of Chinese Medical Sciences (50%)
1560,2,0.0,1.0,50.0,Mathematical Sciences,Statistics,Humboldt-Universität zu Berlin,Germany,0.002888628912286783,99.38038909831376,Statistics (100%),Humboldt-Universität zu Berlin (100%)
1561,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Kunming Medical University,China,0.002888628912286783,99.38327772722604,Clinical Sciences (100%),First Affiliated Hospital of Kunming Medical University (100%)
1562,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Ningbo University Affiliated Hospital,China,0.002888628912286783,99.38616635613833,Epidemiology (100%),Ningbo University Affiliated Hospital (100%)
1563,2,1.0,1.0,0.0,Psychology,Applied and Developmental Psychology,Army Medical University,China,0.002888628912286783,99.38905498505062,Applied and Developmental Psychology (100%),Army Medical University (50%); Shanghai Mental Health Center (50%)
1564,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Chenzhou First People's Hospital,China,0.002888628912286783,99.39194361396291,Oncology and Carcinogenesis (100%),Chenzhou First People's Hospital (100%)
1565,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Xinxiang Medical University,China,0.002888628912286783,99.3948322428752,Clinical Sciences (100%),First Affiliated Hospital of Xinxiang Medical University (50%); Xianning Central Hospital (50%)
1566,2,1.0,1.0,100.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Harcourt Butler Technical University,India,0.002888628912286783,99.39772087178748,Ophthalmology and Optometry (100%),Harcourt Butler Technical University (100%)
1567,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Southeast University,China,0.002888628912286783,99.40060950069977,Ophthalmology and Optometry (100%),Southeast University (100%)
1568,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,First Affiliated Hospital of Wenzhou Medical University,China,0.002888628912286783,99.40349812961206,Oncology and Carcinogenesis (100%),First Affiliated Hospital of Wenzhou Medical University (50%); Quzhou City People's Hospital (50%)
1569,2,1.0,1.0,0.0,Psychology,Biological Psychology,Yancheng Teachers University,China,0.002888628912286783,99.40638675852435,Biological Psychology (100%),Yancheng Teachers University (100%)
1570,2,0.0,1.0,0.0,"Agricultural, Veterinary and Food Sciences",Chemical Engineering,Nanjing University of Chinese Medicine,China,0.002888628912286783,99.40927538743664,Chemical Engineering (100%),Nanjing University of Chinese Medicine (100%)
1571,2,1.0,1.0,100.0,Health Sciences,Epidemiology,Shandong Provincial Hospital,China,0.002888628912286783,99.41216401634892,Epidemiology (100%),Shandong Provincial Hospital (100%)
1572,2,1.0,2.0,0.0,Health Sciences,Epidemiology,Nanjing Medical University,China,0.002888628912286783,99.41505264526121,Epidemiology (100%),Nanjing Medical University (100%)
1573,2,1.0,1.0,0.0,Information and Computing Sciences,Artificial Intelligence,Ibb University,Saudi Arabia,0.002888628912286783,99.4179412741735,Artificial Intelligence (100%),Ibb University (50%); King Faisal University (50%)
1574,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Icahn School of Medicine at Mount Sinai,United States,0.002888628912286783,99.42082990308579,Clinical Sciences (100%),Icahn School of Medicine at Mount Sinai (100%)
1575,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Xiangyang Central Hospital,China,0.002888628912286783,99.42371853199808,Epidemiology (100%),Xiangyang Central Hospital (100%)
1576,2,0.0,3.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Fujian Medical University,China,0.002888628912286783,99.42660716091036,Biochemistry and Cell Biology (50%); Genetics (50%),Fujian Medical University (100%)
1577,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Soochow University,China,0.002888628912286783,99.42949578982265,Clinical Sciences (100%),First Affiliated Hospital of Soochow University (100%)
1578,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Affiliated Hospital of Harbin Medical University,China,0.002888628912286783,99.43238441873494,Clinical Sciences (100%),Second Affiliated Hospital of Harbin Medical University (100%)
1579,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Neurosciences,Icahn School of Medicine at Mount Sinai,United States,0.002888628912286783,99.43527304764723,Neurosciences (100%),Icahn School of Medicine at Mount Sinai (100%)
1580,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Nanchang University,China,0.002888628912286783,99.43816167655952,Cardiovascular Medicine and Haematology (100%),Nanchang University (100%)
1581,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Macao Polytechnic University,China,0.002888628912286783,99.4410503054718,Oncology and Carcinogenesis (100%),Macao Polytechnic University (50%); Xiangnan University (50%)
1582,2,0.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,University Medical Center Groningen,Netherlands,0.002888628912286783,99.4439389343841,Clinical Sciences (100%),University Medical Center Groningen (100%)
1583,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Division of Planned Immunization, Yiwu Center for Disease Prevention and Control, Yiwu, Zhejiang Province, China",China,0.002888628912286783,99.44682756329638,Clinical Sciences (100%),"Division of Planned Immunization, Yiwu Center for Disease Prevention and Control, Yiwu, Zhejiang Province, China (50%); Zhejiang University (50%)"
1584,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Chaohu Hospital of Anhui Medical University,China,0.002888628912286783,99.44971619220867,Clinical Sciences (100%),Chaohu Hospital of Anhui Medical University (100%)
1585,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,The Seventh Affiliated Hospital of Sun Yat-sen University,China,0.002888628912286783,99.45260482112096,Cardiovascular Medicine and Haematology (100%),The Seventh Affiliated Hospital of Sun Yat-sen University (100%)
1586,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University,China,0.002888628912286783,99.45549345003325,Nutrition and Dietetics (100%),Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University (100%)
1587,2,0.0,3.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Liège,Belgium,0.002888628912286783,99.45838207894553,Clinical Sciences (100%),University of Liège (100%)
1588,2,0.0,1.0,100.0,Biomedical and Clinical Sciences,Public Health,Portuguese Oncology Institute,Australia,0.002888628912286783,99.46127070785782,Public Health (100%),"Portuguese Oncology Institute (50%); Specialist Oncology Dietitian, North Perth, Washington, Australia (50%)"
1589,2,1.0,1.0,0.0,Health Sciences,Epidemiology,A.T. Still University,United States,0.002888628912286783,99.46415933677011,Epidemiology (100%),A.T. Still University (50%); Vassar Brothers Medical Center (50%)
1590,2,1.0,1.0,0.0,Biological Sciences,Epidemiology,Second Affiliated Hospital of Zhejiang University School of Medicine,China,0.002888628912286783,99.4670479656824,Epidemiology (100%),Second Affiliated Hospital of Zhejiang University School of Medicine (100%)
1591,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,FORTH Institute of Computer Science,Greece,0.002888628912286783,99.46993659459469,Biological Psychology (100%),"FORTH Institute of Computer Science (50%); University of California, Los Angeles (50%)"
1592,2,1.0,1.5,0.0,Biological Sciences,Epidemiology,Fudan University,China,0.002888628912286783,99.47282522350697,Epidemiology (100%),Fudan University (100%)
1593,2,1.0,2.0,50.0,Biomedical and Clinical Sciences,Allied Health and Rehabilitation Science,Paracelsus Medical University,Austria,0.002888628912286783,99.47571385241926,Allied Health and Rehabilitation Science (100%),Paracelsus Medical University (50%); University of Salzburg (50%)
1594,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,Nigerian Institute of Medical Research,Nigeria,0.002888628912286783,99.47860248133155,Epidemiology (100%),Nigerian Institute of Medical Research (100%)
1595,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,0.002888628912286783,99.48149111024384,Clinical Sciences (100%),West China Hospital of Sichuan University (100%)
1596,2,1.0,1.0,0.0,Health Sciences,Public Health,Sungkyunkwan University,South Korea,0.002888628912286783,99.48437973915613,Public Health (100%),Sungkyunkwan University (100%)
1597,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,Beijing University of Chinese Medicine,China,0.002888628912286783,99.48726836806841,Immunology (100%),Beijing University of Chinese Medicine (100%)
1598,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,"Chengdu Integrated Traditional Chinese Medicine and Western Medicine Hospital, Chengdu, China",China,0.002888628912286783,99.4901569969807,Biological Psychology (100%),"Chengdu Integrated Traditional Chinese Medicine and Western Medicine Hospital, Chengdu, China (50%); Chengdu University of Traditional Chinese Medicine (50%)"
1599,2,0.0,1.0,0.0,Health Sciences,Epidemiology,Southwest Jiaotong University,China,0.002888628912286783,99.49304562589299,Epidemiology (100%),Southwest Jiaotong University (100%)
1600,2,0.0,1.0,0.0,Biological Sciences,Genetics,First Affiliated Hospital of Shantou University Medical College,China,0.002888628912286783,99.49593425480528,Genetics (100%),First Affiliated Hospital of Shantou University Medical College (100%)
1601,2,0.0,1.0,0.0,Information and Computing Sciences,Artificial Intelligence,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,India,0.002888628912286783,99.49882288371757,Artificial Intelligence (100%),Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology (100%)
1602,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Sun Yat-sen University,China,0.002888628912286783,99.50171151262985,Cardiovascular Medicine and Haematology (100%),Sun Yat-sen University (100%)
1603,2,0.0,1.0,0.0,Health Sciences,Epidemiology,新疆医科大学第一附属医院消化病二科，乌鲁木齐 830054,,0.002888628912286783,99.50460014154214,Epidemiology (100%),新疆医科大学第一附属医院消化病二科，乌鲁木齐 830054 (100%)
1604,2,1.0,1.0,0.0,Biological Sciences,Genetics,Jiangsu Province Hospital,China,0.002888628912286783,99.50748877045443,Genetics (100%),Jiangsu Province Hospital (50%); Nanjing Children's Hospital of Nanjing Medical University (50%)
1605,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical and Health Psychology,Chengdu University,China,0.002888628912286783,99.51037739936672,Clinical and Health Psychology (100%),Chengdu University (50%); University of Electronic Science and Technology of China (50%)
1606,2,0.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,University of Bonn,Austria,0.002888628912286783,99.513266028279,Clinical Sciences (100%),University of Bonn (50%); University of Vienna (50%)
1607,2,1.0,1.0,0.0,Psychology,Social and Personality Psychology,Hunan University of Traditional Chinese Medicine,China,0.002888628912286783,99.5161546571913,Social and Personality Psychology (100%),Hunan University of Traditional Chinese Medicine (50%); Second Xiangya Hospital of Central South University (50%)
1608,2,1.0,1.0,0.0,Information and Computing Sciences,Machine Learning,Vellore Institute of Technology University,India,0.002888628912286783,99.51904328610358,Machine Learning (100%),Vellore Institute of Technology University (100%)
1609,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,First Hospital of Jiaxing,China,0.002888628912286783,99.52193191501587,Epidemiology (100%),First Hospital of Jiaxing (50%); Nanjing University of Chinese Medicine (50%)
1610,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Dentistry,Columbia University,United States,0.002888628912286783,99.52482054392816,Dentistry (100%),Columbia University (100%)
1611,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Applied and Developmental Psychology,Children's Hospital of Eastern Ontario,Canada,0.002888628912286783,99.52770917284045,Applied and Developmental Psychology (100%),Children's Hospital of Eastern Ontario (50%); Queen's University (50%)
1612,2,1.0,1.0,0.0,Health Sciences,Epidemiology,Guizhou Provincial People's Hospital,China,0.002888628912286783,99.53059780175273,Epidemiology (100%),Guizhou Provincial People's Hospital (50%); Hannover Medical School (50%)
1613,2,1.0,1.0,0.0,Biological Sciences,,Zhejiang University,China,0.002888628912286783,99.53348643066502,,Zhejiang University (100%)
1614,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Affiliated Hospital of Jiangxi University of Traditional Chinese Medicine,China,0.002888628912286783,99.53637505957731,Cardiovascular Medicine and Haematology (100%),Affiliated Hospital of Jiangxi University of Traditional Chinese Medicine (50%); Wuhan City Chinese Medicine Hospital (50%)
1615,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Second Affiliated Hospital of Nanchang University,China,0.002888628912286783,99.5392636884896,Medical Biochemistry and Metabolomics (100%),Second Affiliated Hospital of Nanchang University (100%)
1616,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Hospital of Jilin University,China,0.002888628912286783,99.54215231740189,Clinical Sciences (100%),First Hospital of Jilin University (100%)
1617,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,"Key Laboratory of Chinese lnternal Medicine of Ministry of Education and Beijing, Dongzhimen Hospital, Beiing University of Chinese Medicine, Beijing, China",China,0.002888628912286783,99.54504094631417,Immunology (100%),"Key Laboratory of Chinese lnternal Medicine of Ministry of Education and Beijing, Dongzhimen Hospital, Beiing University of Chinese Medicine, Beijing, China (100%)"
1618,2,1.0,1.0,100.0,Biological Sciences,Machine Learning,"University of California, San Diego",United States,0.002888628912286783,99.54792957522646,Machine Learning (100%),"University of California, San Diego (50%); University of Minnesota Twin Cities (50%)"
1619,2,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Xinjiang Medical University,China,0.002888628912286783,99.55081820413875,Clinical Sciences (100%),Xinjiang Medical University (100%)
1620,2,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,New York University,United States,0.002888628912286783,99.55370683305104,Clinical Sciences (100%),New York University (50%); University of Chicago (50%)
1621,2,1.0,1.0,0.0,Earth Sciences,Atmospheric Sciences,Tianjin University,China,0.002888628912286783,99.55659546196333,Atmospheric Sciences (100%),Tianjin University (100%)
1622,2,0.0,1.0,0.0,Biological Sciences,Epidemiology,Children's Hospital of Zhejiang University School of Medicine,China,0.002888628912286783,99.55948409087561,Epidemiology (100%),Children's Hospital of Zhejiang University School of Medicine (100%)
